Doc;Summary;Requested_Value;Defense_Lawyer;Accusation_Lawyer;Juiz;Decision_Value;Num_of_Evidences;;Incorrect and fixed;
0100028-46.2019.5.01.0522.pdf;['Petição Inicial', 'Apresentação de Cálculos', 'Aviso Prévio', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Procuração', 'Decisão', 'Despacho', 'Notificação'];5074,5;[];['RJ219613'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100341-84.2019.5.01.0561.pdf;['Petição Inicial', 'Procuração', 'Cadastro de Pessoas Físicas (CPF)', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Certidão', 'Intimação', 'Notificação'];5777,25;[];['RJ207002'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0101549-05.2017.5.01.0002.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Documento Diverso', 'Notificação', 'Intimação'];6275;[];['RJ103913'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0100398-36.2019.5.01.0001.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Procuração', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Extrato Bancário', 'Aviso Prévio', 'Procuração', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];6292,67;[];['RJ115185'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100181-98.2019.5.01.0451.pdf;['Petição Inicial', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Extrato Bancário', 'Extrato Bancário', 'Documento Diverso', 'Documento Diverso', 'Extrato de FGTS', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Intimação', 'Notificação'];6526,9;[];['RJ207002'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100046-70.2019.5.01.0521.pdf;['Petição Inicial', 'Documento Diverso', 'Documento Diverso', 'Procuração', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Decisão', 'Notificação'];7010,76;[];['RJ185907'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0100183-33.2019.5.01.0010.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Notificação', 'Intimação', 'Intimação', 'Intimação'];7074,66;[];['RJ95009'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100137-21.2019.5.01.0050.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Aviso Prévio', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Extrato de FGTS', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];7127,24;[];['RJ183278'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0100548-07.2019.5.01.0069.pdf;['Petição Inicial', 'Procuração', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Recibo', 'Extrato de FGTS', 'Aviso Prévio', 'Convenção Coletiva de Trabalho (CCT)', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];7132,95;[];['RJ174459'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100488-16.2019.5.01.0075.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Decisão', 'Intimação', 'Notificação', 'Notificação', 'Tutela Antecipada Incidental', 'Documento Diverso'];7219,79;[];['RJ153167'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100017-59.2019.5.01.0411.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Recibo de Férias', 'Extrato Bancário', 'Extrato Bancário', 'Documento Diverso', 'Documento Diverso', 'Intimação', 'Notificação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Documento Diverso', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Recibo de Férias', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Documento Diverso', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ata da Audiência', 'Manifestação', 'Documento Diverso', 'Manifestação', 'Extrato Bancário', 'Despacho', 'Notificação'];7348,41;['RJ83276'];['RJ176612'];No Sentence or Decision in this document;No Sentence or Decision in this document;18;;;
0100545-15.2019.5.01.0049.pdf;['Petição Inicial', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Certidão', 'Intimação', 'Notificação', 'Intimação'];7432,2;[];['RJ162313'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100221-91.2019.5.01.0512.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Extrato Bancário', 'Documento Diverso', 'Manifestação', 'Despacho', 'Intimação', 'Mandado', 'Intimação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Manifestação', 'Certidão', 'Decisão', 'Certidão', 'Intimação', 'Intimação'];7565,49;['RJ83276'];['RJ158642'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100173-20.2019.5.01.0032.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Extrato de FGTS', 'Intimação', 'Notificação', 'Intimação'];7852,92;[];['RJ186339'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100261-10.2019.5.01.0048.pdf;['Petição Inicial', 'Procuração', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Contracheque/Recibo de Salário', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Notificação'];7895,23;[];['RJ175706'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100459-13.2019.5.01.0027.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário (paradigma)', 'Procuração', 'Despacho', 'Notificação'];8000;[];['RJ125422'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0101652-87.2018.5.01.0483 (1).pdf;['Petição Inicial', 'Procuração', 'Cadastro de Pessoas Físicas (CPF)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Aviso Prévio', 'Documento Diverso', 'Documento Diverso', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Decisão', 'Manifestação', 'Despacho', 'Intimação', 'Notificação'];8066,75;[];['RJ208867'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0101652-87.2018.5.01.0483 (4).pdf;['Petição Inicial', 'Procuração', 'Cadastro de Pessoas Físicas (CPF)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Aviso Prévio', 'Documento Diverso', 'Documento Diverso', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Decisão', 'Manifestação', 'Despacho', 'Intimação', 'Notificação'];8066,75;[];['RJ208867'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0101652-87.2018.5.01.0483.pdf;['Petição Inicial', 'Procuração', 'Cadastro de Pessoas Físicas (CPF)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Aviso Prévio', 'Documento Diverso', 'Documento Diverso', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Decisão', 'Manifestação', 'Despacho', 'Intimação', 'Notificação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Ata da Audiência', 'Manifestação', 'Despacho', 'Notificação', 'Intimação'];8066,75;['RJ83276'];['RJ208867'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100154-24.2019.5.01.0061.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Atestado Médico', 'Documento Diverso', 'Intimação', 'Notificação'];8339,5;[];['GO27529'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100159-31.2019.5.01.0066.pdf;['Petição Inicial', 'Comunicação de Dispensa e Seguro Desemprego (CD/SD)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Contracheque/Recibo de Salário', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Programa de Integração Social (PIS)', 'Procuração', 'Intimação', 'Notificação'];8480,5;[];['RJ97391'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100077-63.2019.5.01.0045.pdf;['Petição Inicial', 'Procuração', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Cadastro de Pessoas Físicas (CPF)', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Recibo de Férias', 'Extrato Bancário', 'Extrato Bancário', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Notificação', 'Intimação', 'Manifestação'];8498,38;[];['RJ179805'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0100033-68.2019.5.01.0522.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Cadastro de Pessoas Físicas (CPF)', 'Programa de Integração Social (PIS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Contrato', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Aviso Prévio', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Documento Diverso', 'Extrato de FGTS', 'Documento Diverso', 'Decisão', 'Certidão', 'Notificação', 'Notificação', 'Intimação', 'Documento Diverso', 'Despacho', 'Mandado', 'Certidão', 'Documento Diverso', 'Certidão', 'Despacho', 'Notificação'];8748,08;[];['RJ154950'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100446-38.2019.5.01.0019(1).pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Extrato de FGTS', 'Mandado', 'Certidão'];9028,42;[];['RJ214809'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0101047-33.2018.5.01.0034.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Aviso Prévio', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Extrato de FGTS', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Despacho', 'Notificação', 'Notificação'];9103,77;[];['RJ139739'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0101950-25.2018.5.01.0501.pdf;['Petição Inicial', 'Aviso Prévio', 'Declaração de Hipossuficiência', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Procuração', 'Documento Diverso', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Notificação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Aviso Prévio', 'Recibo de Férias', 'Comunicação de Dispensa e Seguro Desemprego (CD/SD)', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Documento Diverso', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ata da Audiência', 'Acordo', 'Despacho', 'Notificação', 'Ata da Audiência', 'Certidão', 'Documento Diverso', 'Intimação'];9151,77;['RJ83276'];['RJ219127'];No Sentence or Decision in this document;No Sentence or Decision in this document;14;;;
0100349-96.2019.5.01.0323.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Aviso Prévio', 'Extrato de FGTS', 'Decisão', 'Alvará', 'Ofício', 'Intimação', 'Notificação', 'Intimação'];9361,8;[];['RJ179611'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0101092-12.2018.5.01.0010.pdf;['Petição Inicial', 'Cadastro de Pessoas Físicas (CPF)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Procuração', 'Documento Diverso', 'Extrato de FGTS', 'Contracheque/Recibo de Salário', 'Aviso Prévio', 'Decisão', 'Manifestação', 'Notificação', 'Intimação'];9443,93;[];['RJ165814'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0101285-26.2018.5.01.0075.pdf;['Petição Inicial', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Despacho', 'Decisão', 'Notificação'];9483,65;[];['RJ156670'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0100457-88.2019.5.01.0012.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Notificação', 'Intimação', 'Intimação'];9650,46;[];['RJ170108'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100482-90.2019.5.01.0242(1).pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Programa de Integração Social (PIS)', 'Aviso Prévio', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Extrato de FGTS', 'Extrato de FGTS', 'Documento Diverso', 'Documento Diverso', 'Despacho', 'Notificação', 'Emenda à Inicial', 'Decisão'];9693,87;[];['RJ85346'];No Sentence or Decision in this document;No Sentence or Decision in this document;5;;;
0100224-17.2019.5.01.0069.pdf;['Petição Inicial', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Extrato Bancário', 'Extrato de FGTS', 'Extrato de FGTS', 'Documento Diverso', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Certidão', 'Notificação', 'Intimação'];9695,91;[];['RJ165814'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0100548-76.2019.5.01.0046.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Intimação', 'Notificação', 'Intimação', 'Mandado'];9819,85;[];['RJ216968'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100962-84.2018.5.01.0054.pdf;['Petição Inicial', 'Aviso Prévio', 'Extrato Bancário', 'Extrato Bancário', 'Contrato de Trabalho', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Declaração de Hipossuficiência', 'Extrato de FGTS', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Contracheque/Recibo de Salário', 'Substabelecimento com Reserva de Poderes', 'Notificação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Documento Sigiloso', 'Substabelecimento com Reserva de Poderes', 'Ata da Audiência', 'Alvará', 'Certidão', 'Manifestação', 'Manifestação', 'Documento Diverso', 'Despacho', 'Notificação'];10298,89;['RJ83276'];['RJ186160'];No Sentence or Decision in this document;No Sentence or Decision in this document;9;;;
0100015-29.2019.5.01.0043.pdf;['Petição Inicial', 'Procuração', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Aviso Prévio', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];10327,85;[];['RJ86102'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100310-66.2019.5.01.0043.pdf;['Petição Inicial', 'Procuração', 'Carteira de Trabalho e Previdência Social  (CTPS) (paradigma)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Aviso Prévio', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Documento Diverso', 'Decisão', 'Despacho', 'Notificação', 'Intimação', 'Notificação', 'Intimação'];10393,48;[];['RJ86102'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
0100020-72.2019.5.01.0521.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Contrato', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Extrato Bancário', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Documento Diverso', 'Extrato de FGTS', 'Documento Diverso', 'Certidão', 'Documento Diverso', 'Decisão', 'Certidão', 'Intimação', 'Notificação', 'Intimação', 'Certidão', 'Certidão'];10407,77;[];['RJ154950'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0100429-19.2019.5.01.0078.pdf;['Petição Inicial', 'Certidão Negativa de Débitos Trabalhistas (CNDT)', 'Carteira de Identidade/Registro Geral (RG)', 'Declaração de Hipossuficiência', 'Procuração', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Extrato de FGTS', 'Cartão de Ponto/Controle de Frequência', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];10500;[];['RJ180826'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100023-27.2019.5.01.0521.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Cadastro de Pessoas Físicas (CPF)', 'Programa de Integração Social (PIS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Contrato', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Extrato Bancário', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Documento Diverso', 'Extrato de FGTS', 'Documento Diverso', 'Certidão', 'Documento Diverso', 'Decisão', 'Certidão', 'Notificação', 'Notificação', 'Intimação', 'Certidão'];10519,07;[];['RJ154950'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0100034-56.2019.5.01.0521.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Contrato', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Extrato Bancário', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Aviso Prévio', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Documento Diverso', 'Extrato de FGTS', 'Documento Diverso', 'Certidão', 'Documento Diverso', 'Decisão', 'Certidão', 'Notificação', 'Notificação', 'Intimação', 'Certidão'];10601,65;[];['RJ154950'];No Sentence or Decision in this document;No Sentence or Decision in this document;6;;;
0100004-94.2019.5.01.0044.pdf;['Petição Inicial', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Procuração', 'Declaração de Hipossuficiência', 'Atestado Médico', 'Guia da Previdência Social (GPS)', 'Atestado Médico', 'Notificação'];10715,21;[];['RJ152721'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0101314-41.2018.5.01.0022.pdf;['Petição Inicial', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Aviso Prévio', 'Decisão', 'Intimação', 'Alvará', 'Intimação', 'Ofício'];10739,07;[];['RJ221277'];No Sentence or Decision in this document;No Sentence or Decision in this document;4;;;
0100242-71.2019.5.01.0058.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Extrato Bancário', 'Despacho', 'Intimação', 'Notificação', 'Intimação', 'Contestação', 'Contrato', 'Contrato', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Documento Diverso', 'Documento Diverso', 'Recibo de Férias', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Ata da Audiência', 'Manifestação'];10840,55;['RJ83276'];['RJ165814'];No Sentence or Decision in this document;No Sentence or Decision in this document;14;;;
0100290-45.2019.5.01.0053.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Cadastro de Pessoas Físicas (CPF)', 'Documento Diverso', 'Aviso Prévio', 'Programa de Integração Social (PIS)', 'Procuração', 'Declaração de Hipossuficiência', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Intimação', 'Notificação', 'Intimação'];10907,14;[];['RJ208124'];No Sentence or Decision in this document;No Sentence or Decision in this document;2;;;
0100526-02.2019.5.01.0019(1).pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Aviso Prévio', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Despacho', 'Notificação', 'Intimação', 'Mandado'];10961,5;[];['RJ145483'];No Sentence or Decision in this document;No Sentence or Decision in this document;3;;;
