All Cases,0100264-67.2019.5.01.0014.pdf,0100112-05.2019.5.01.0051.pdf,0010058-90.2013.5.01.0022.pdf,0100214-84.2019.5.01.0226.pdf,0100204-91.2019.5.01.0015.pdf,0100347-97.2019.5.01.0074.pdf,0100348-82.2019.5.01.0074.pdf,0100418-82.2019.5.01.0015.pdf,0100383-18.2019.5.01.0082.pdf,0100201-30.2019.5.01.0018.pdf,0100518-40.2019.5.01.0014.pdf,0100089-65.2016.5.01.0471.pdf,0101344-41.2018.5.01.0066.pdf,0100115-41.2019.5.01.0024.pdf,0100236-30.2019.5.01.0037.pdf,0101335-79.2018.5.01.0066.pdf,0100378-20.2019.5.01.0074.pdf,0100013-59.2019.5.01.0043.pdf,0010075-75.2013.5.01.0039(1).pdf,0100250-17.2019.5.01.0521.pdf,0011328-06.2013.5.01.0005.pdf,0100064-73.2019.5.01.0042.pdf,0100124-23.2019.5.01.0082.pdf,0100205-93.2019.5.01.0074.pdf,0100225-08.2019.5.01.0067.pdf,0100364-53.2019.5.01.0521.pdf,0100131-11.2019.5.01.0051.pdf,0100224-93.2019.5.01.0076.pdf,0010231-68.2013.5.01.0005.pdf,0100338-59.2019.5.01.0067.pdf,0101240-48.2018.5.01.0034.pdf,0100116-66.2019.5.01.0043.pdf,0100066-09.2019.5.01.0021.pdf,0100075-32.2019.5.01.0033.pdf,0100413-55.2019.5.01.0049.pdf,0101302-07.2018.5.01.0061.pdf,0010936-66.2013.5.01.0005.pdf,0100121-72.2019.5.01.0501.pdf,0100292-84.2019.5.01.0030.pdf,0101346-58.2018.5.01.0018.pdf,0100346-40.2019.5.01.0001.pdf,0100034-39.2019.5.01.0074.pdf,0100060-70.2019.5.01.0063.pdf,0100123-86.2019.5.01.0066.pdf,0100175-31.2019.5.01.0471.pdf,0010071-43.2013.5.01.0005.pdf,0100109-51.2019.5.01.0471.pdf,0100121-68.2019.5.01.0082.pdf,0010548-67.2013.5.01.0037.pdf,0100085-07.2019.5.01.0056.pdf,0010859-60.2013.5.01.0004.pdf,0010687-18.2013.5.01.0005.pdf,0101096-19.2018.5.01.0020.pdf,0100061-40.2019.5.01.0068.pdf,0010696-45.2013.5.01.0242.pdf,0100259-84.2019.5.01.0001.pdf,0100506-43.2019.5.01.0073.pdf,0100352-25.2019.5.01.0073.pdf,0101696-22.2017.5.01.0005.pdf,0100262-09.2019.5.01.0011.pdf,0100308-50.2019.5.01.0026.pdf,0100240-56.2019.5.01.0073.pdf,0100353-54.2019.5.01.0026.pdf,0100014-17.2019.5.01.0052.pdf,0100123-64.2019.5.01.0041.pdf,0100136-46.2019.5.01.0079 (1).pdf,0100168-42.2019.5.01.0082.pdf,0100330-94.2019.5.01.0063.pdf,0100255-47.2019.5.01.0001.pdf,0100251-10.2019.5.01.0001.pdf,0100308-28.2019.5.01.0001.pdf,0100335-61.2019.5.01.0049.pdf,0010059-32.2013.5.01.0004.pdf,0100367-66.2019.5.01.0049.pdf,0100242-26.2019.5.01.0073.pdf,0100189-56.2019.5.01.0522.pdf,0100253-77.2019.5.01.0001.pdf,0100343-44.2017.5.01.0005.pdf,0100313-94.2019.5.01.0051.pdf,0102669-34.2017.5.01.0471.pdf,0100530-79.2019.5.01.0038.pdf,0102668-49.2017.5.01.0471.pdf,0103193-31.2017.5.01.0471.pdf,0100324-54.2019.5.01.0074.pdf,0103104-08.2017.5.01.0471.pdf,0010529-60.2013.5.01.0005.pdf,0101546-41.2017.5.01.0005.pdf
0100429-19.2019.5.01.0078.pdf,0.461538462,0.615384615,0.461538462,0.538461538,0.307692308,0.923076923,0.769230769,0.461538462,0.461538462,0.769230769,0.461538462,0.461538462,0.846153846,0.538461538,0.846153846,0.846153846,0.692307692,0.923076923,0.538461538,0.307692308,0.461538462,0.307692308,0.846153846,0.923076923,0.769230769,0.461538462,0.846153846,0.923076923,0.538461538,0.538461538,0.615384615,0.923076923,0.615384615,0.769230769,0.846153846,0.846153846,0.538461538,0.769230769,0.692307692,0.769230769,0.923076923,0.846153846,0.769230769,0.846153846,0.923076923,0.538461538,0.923076923,0.769230769,0.615384615,0.846153846,0.384615385,0.538461538,0.846153846,0.923076923,0.615384615,0.769230769,0.538461538,0.384615385,0.461538462,0.846153846,0.692307692,0.923076923,0.692307692,0.923076923,0.769230769,0.846153846,0.384615385,0.307692308,0.846153846,0.769230769,0.769230769,0.923076923,0.538461538,0.846153846,0.461538462,0.769230769,0.692307692,0.461538462,0.846153846,0.615384615,0.538461538,0.461538462,0.615384615,0.923076923,0.615384615,0.615384615,0.692307692
0100023-27.2019.5.01.0521.pdf,0.4375,0.46875,0.5,0.375,0.125,0.71875,0.4375,0.25,0.625,0.65625,0.40625,0.46875,0.8125,0.625,0.65625,0.65625,0.59375,0.875,0.5,0.5,0.53125,0.34375,0.625,0.71875,0.6875,0.5625,0.625,0.625,0.5625,0.46875,0.5,0.75,0.5,0.5625,0.65625,0.71875,0.5625,0.65625,0.59375,0.625,0.625,0.6875,0.65625,0.625,0.6875,0.5,0.71875,0.71875,0.59375,0.75,0.46875,0.5,0.90625,0.65625,0.53125,0.625,0.4375,0.15625,0.4375,0.71875,0.59375,0.6875,0.5625,0.90625,0.5625,0.75,0.21875,0.1875,0.65625,0.625,0.6875,0.71875,0.5,0.71875,0.1875,0.59375,0.59375,0.53125,0.5625,0.53125,0.40625,0.5,0.59375,0.875,0.53125,0.4375,0.625
0100034-56.2019.5.01.0521.pdf,0.451612903,0.451612903,0.516129032,0.387096774,0.129032258,0.741935484,0.451612903,0.225806452,0.64516129,0.677419355,0.419354839,0.483870968,0.838709677,0.64516129,0.677419355,0.677419355,0.64516129,0.903225806,0.548387097,0.483870968,0.580645161,0.387096774,0.677419355,0.774193548,0.709677419,0.580645161,0.64516129,0.677419355,0.612903226,0.516129032,0.548387097,0.806451613,0.516129032,0.612903226,0.677419355,0.774193548,0.580645161,0.677419355,0.612903226,0.677419355,0.64516129,0.709677419,0.677419355,0.677419355,0.709677419,0.548387097,0.741935484,0.774193548,0.64516129,0.741935484,0.483870968,0.516129032,0.935483871,0.677419355,0.580645161,0.64516129,0.451612903,0.161290323,0.451612903,0.741935484,0.612903226,0.741935484,0.580645161,0.967741935,0.580645161,0.806451613,0.225806452,0.193548387,0.677419355,0.64516129,0.677419355,0.741935484,0.516129032,0.709677419,0.193548387,0.612903226,0.612903226,0.548387097,0.580645161,0.548387097,0.419354839,0.516129032,0.612903226,0.903225806,0.548387097,0.483870968,0.677419355
0100004-94.2019.5.01.0044.pdf,0.625,0.375,0.5,0.375,0.25,0.625,0.5,0.625,0.5,0.5,0.5,0.375,0.625,0.625,0.625,0.625,0.375,0.875,0.375,0.375,0.375,0.375,0.625,0.625,0.5,0.5,0.625,0.625,0.375,0.5,0.5,0.625,0.625,0.5,0.625,0.625,0.5,0.625,0.5,0.5,0.625,0.625,0.5,0.625,0.5,0.375,0.625,0.625,0.5,0.625,0.375,0.375,0.625,0.625,0.5,0.625,0.625,0.5,0.375,0.625,0.5,0.625,0.625,0.625,0.625,0.625,0.5,0.5,0.625,0.625,0.625,0.625,0.5,0.625,0.5,0.625,0.625,0.375,0.625,0.5,0.375,0.5,0.5,0.625,0.5,0.5,0.5
0101314-41.2018.5.01.0022.pdf,0.416666667,0.5,0.333333333,0.666666667,0.25,0.75,0.833333333,0.333333333,0.5,0.666666667,0.416666667,0.416666667,0.833333333,0.5,0.666666667,0.833333333,0.666666667,0.75,0.666666667,0.25,0.5,0.416666667,0.75,0.833333333,0.666666667,0.416666667,0.75,0.833333333,0.666666667,0.416666667,0.666666667,0.833333333,0.5,0.75,0.666666667,0.75,0.583333333,0.583333333,0.666666667,0.916666667,0.75,0.75,0.666666667,0.75,0.666666667,0.666666667,0.75,0.666666667,0.666666667,0.666666667,0.416666667,0.666666667,0.75,0.916666667,0.583333333,0.666666667,0.416666667,0.416666667,0.416666667,0.666666667,0.666666667,1,0.583333333,0.833333333,0.75,0.833333333,0.416666667,0.333333333,0.75,0.583333333,0.583333333,0.75,0.5,0.666666667,0.333333333,0.666666667,0.583333333,0.416666667,0.666666667,0.5,0.416666667,0.333333333,0.5,0.75,0.583333333,0.75,0.75
0100242-71.2019.5.01.0058.pdf,0.303030303,0.424242424,0.424242424,0.393939394,0.151515152,0.878787879,0.727272727,0.272727273,0.363636364,0.848484848,0.303030303,0.393939394,0.515151515,0.393939394,0.909090909,0.818181818,0.757575758,0.909090909,0.393939394,0.272727273,0.424242424,0.242424242,0.848484848,0.848484848,0.909090909,0.333333333,0.787878788,0.909090909,0.454545455,0.727272727,0.757575758,0.878787879,0.484848485,0.848484848,0.848484848,0.878787879,0.484848485,0.757575758,0.757575758,0.848484848,0.909090909,0.818181818,0.818181818,0.848484848,0.818181818,0.393939394,0.848484848,0.757575758,0.424242424,0.96969697,0.303030303,0.454545455,0.909090909,0.848484848,0.424242424,0.878787879,0.363636364,0.242424242,0.454545455,0.909090909,0.757575758,0.96969697,0.909090909,0.878787879,0.878787879,0.96969697,0.181818182,0.212121212,0.818181818,0.757575758,0.878787879,0.909090909,0.393939394,0.939393939,0.272727273,0.515151515,0.818181818,0.393939394,0.878787879,0.393939394,0.333333333,0.363636364,0.454545455,0.96969697,0.424242424,0.393939394,0.515151515
0100290-45.2019.5.01.0053.pdf,0.666666667,0.666666667,0.611111111,0.666666667,0.166666667,0.833333333,0.444444444,0.333333333,0.611111111,0.722222222,0.611111111,0.611111111,0.944444444,0.666666667,0.777777778,0.888888889,0.666666667,0.833333333,0.722222222,0.555555556,0.666666667,0.555555556,0.833333333,0.888888889,0.722222222,0.611111111,0.888888889,0.888888889,0.722222222,0.611111111,0.722222222,0.888888889,0.666666667,0.777777778,0.777777778,0.833333333,0.666666667,0.722222222,0.722222222,0.833333333,0.833333333,0.833333333,0.722222222,0.833333333,0.777777778,0.722222222,0.833333333,0.833333333,0.777777778,0.833333333,0.555555556,0.666666667,0.888888889,0.944444444,0.777777778,0.777777778,0.611111111,0.333333333,0.611111111,0.777777778,0.722222222,0.888888889,0.722222222,0.888888889,0.777777778,0.833333333,0.333333333,0.277777778,0.777777778,0.722222222,0.777777778,0.833333333,0.666666667,0.833333333,0.222222222,0.833333333,0.722222222,0.611111111,0.777777778,0.722222222,0.555555556,0.611111111,0.722222222,0.833333333,0.722222222,0.777777778,0.777777778
0100526-02.2019.5.01.0019(1).pdf,0.642857143,0.642857143,0.642857143,0.642857143,0.285714286,0.785714286,0.5,0.428571429,0.642857143,0.785714286,0.642857143,0.642857143,0.857142857,0.714285714,0.857142857,0.785714286,0.714285714,0.857142857,0.714285714,0.5,0.714285714,0.571428571,0.857142857,0.928571429,0.785714286,0.571428571,0.857142857,0.928571429,0.714285714,0.642857143,0.714285714,0.857142857,0.714285714,0.785714286,0.785714286,0.857142857,0.714285714,0.714285714,0.714285714,0.928571429,0.785714286,0.857142857,0.642857143,0.857142857,0.714285714,0.714285714,0.785714286,0.714285714,0.714285714,0.857142857,0.571428571,0.642857143,0.857142857,0.857142857,0.785714286,0.857142857,0.642857143,0.357142857,0.571428571,0.785714286,0.714285714,0.857142857,0.714285714,0.857142857,0.928571429,0.857142857,0.357142857,0.357142857,0.714285714,0.714285714,0.714285714,0.785714286,0.642857143,0.785714286,0.357142857,0.857142857,0.714285714,0.642857143,0.785714286,0.714285714,0.5,0.642857143,0.714285714,0.857142857,0.714285714,0.714285714,0.785714286
0100344-59.2019.5.01.0522.pdf,0.421052632,0.578947368,0.473684211,0.421052632,0.157894737,0.631578947,0.368421053,0.263157895,0.736842105,0.684210526,0.473684211,0.473684211,0.789473684,0.684210526,0.684210526,0.631578947,0.684210526,0.947368421,0.526315789,0.578947368,0.526315789,0.473684211,0.578947368,0.736842105,0.736842105,0.526315789,0.631578947,0.631578947,0.526315789,0.578947368,0.631578947,0.684210526,0.473684211,0.631578947,0.631578947,0.684210526,0.526315789,0.631578947,0.578947368,0.684210526,0.578947368,0.684210526,0.578947368,0.578947368,0.578947368,0.473684211,0.631578947,0.578947368,0.526315789,0.789473684,0.473684211,0.473684211,0.947368421,0.684210526,0.473684211,0.684210526,0.473684211,0.105263158,0.473684211,0.578947368,0.631578947,0.631578947,0.578947368,0.894736842,0.631578947,0.736842105,0.157894737,0.157894737,0.631578947,0.631578947,0.684210526,0.631578947,0.473684211,0.631578947,0.210526316,0.631578947,0.631578947,0.526315789,0.631578947,0.473684211,0.421052632,0.473684211,0.526315789,0.894736842,0.473684211,0.421052632,0.526315789
0100294-88.2019.5.01.0342.pdf,0.857142857,0.785714286,0.714285714,0.785714286,0.285714286,1,0.5,0.5,0.857142857,0.857142857,0.857142857,0.642857143,1,0.928571429,1,0.928571429,0.785714286,1,0.642857143,0.642857143,0.642857143,0.714285714,1,1,0.928571429,0.857142857,1,1,0.642857143,0.785714286,0.785714286,1,1,0.928571429,1,1,0.714285714,0.928571429,0.857142857,0.857142857,1,1,0.857142857,1,0.928571429,0.642857143,1,0.857142857,0.714285714,1,0.642857143,0.642857143,1,1,0.714285714,0.928571429,0.928571429,0.285714286,0.642857143,1,0.857142857,1,0.857142857,1,0.928571429,0.928571429,0.357142857,0.357142857,0.928571429,0.928571429,0.928571429,1,0.714285714,1,0.428571429,0.928571429,0.857142857,0.642857143,0.928571429,0.714285714,0.785714286,0.714285714,0.714285714,1,0.714285714,0.714285714,0.785714286
0101010-42.2018.5.01.0022.pdf,0.382352941,0.411764706,0.441176471,0.411764706,0.117647059,0.852941176,0.647058824,0.235294118,0.411764706,0.764705882,0.352941176,0.411764706,0.529411765,0.411764706,0.911764706,0.794117647,0.764705882,0.882352941,0.411764706,0.323529412,0.441176471,0.294117647,0.852941176,0.882352941,0.882352941,0.382352941,0.823529412,0.911764706,0.470588235,0.705882353,0.794117647,0.882352941,0.411764706,0.852941176,0.794117647,0.852941176,0.5,0.823529412,0.764705882,0.852941176,0.852941176,0.764705882,0.735294118,0.852941176,0.764705882,0.411764706,0.823529412,0.794117647,0.441176471,0.911764706,0.323529412,0.470588235,0.882352941,0.911764706,0.441176471,0.882352941,0.382352941,0.294117647,0.470588235,0.823529412,0.794117647,0.911764706,0.823529412,0.852941176,0.882352941,0.882352941,0.205882353,0.205882353,0.794117647,0.764705882,0.823529412,0.823529412,0.411764706,0.852941176,0.235294118,0.5,0.794117647,0.411764706,0.823529412,0.411764706,0.294117647,0.382352941,0.470588235,0.882352941,0.441176471,0.411764706,0.5
0100339-91.2019.5.01.0019.pdf,0.461538462,0.615384615,0.538461538,0.538461538,0.076923077,0.846153846,0.538461538,0.461538462,0.384615385,0.846153846,0.384615385,0.538461538,0.846153846,0.538461538,0.692307692,0.846153846,0.538461538,0.769230769,0.615384615,0.384615385,0.538461538,0.307692308,0.692307692,0.769230769,0.615384615,0.461538462,0.769230769,0.846153846,0.615384615,0.384615385,0.538461538,0.846153846,0.615384615,0.615384615,0.692307692,0.769230769,0.615384615,0.692307692,0.538461538,0.769230769,0.769230769,0.769230769,0.769230769,0.692307692,0.692307692,0.615384615,0.769230769,0.769230769,0.615384615,0.769230769,0.461538462,0.615384615,0.769230769,0.846153846,0.692307692,0.615384615,0.538461538,0.461538462,0.461538462,0.769230769,0.538461538,0.846153846,0.692307692,0.846153846,0.692307692,0.846153846,0.307692308,0.230769231,0.769230769,0.692307692,0.769230769,0.846153846,0.538461538,0.692307692,0.307692308,0.769230769,0.615384615,0.538461538,0.769230769,0.692307692,0.461538462,0.538461538,0.692307692,0.769230769,0.692307692,0.615384615,0.769230769
0100394-84.2019.5.01.0005.pdf,0.545454545,0.727272727,0.363636364,0.818181818,0.272727273,1,0.818181818,0.454545455,0.727272727,0.909090909,0.545454545,0.545454545,0.909090909,0.636363636,1,0.909090909,0.818181818,1,0.545454545,0.363636364,0.636363636,0.454545455,1,1,1,0.636363636,1,0.909090909,0.636363636,0.545454545,0.818181818,1,0.727272727,1,1,1,0.636363636,0.909090909,0.909090909,0.909090909,1,1,0.909090909,1,0.909090909,0.545454545,1,0.818181818,0.636363636,1,0.363636364,0.545454545,1,1,0.545454545,0.909090909,0.636363636,0.454545455,0.636363636,1,0.909090909,1,0.818181818,1,0.909090909,0.909090909,0.363636364,0.363636364,0.909090909,0.909090909,0.909090909,1,0.545454545,1,0.454545455,0.818181818,0.818181818,0.636363636,0.909090909,0.545454545,0.545454545,0.363636364,0.636363636,1,0.545454545,0.545454545,0.727272727
0100317-39.2019.5.01.0017.pdf,0.666666667,1,0.833333333,0.833333333,0.166666667,0.833333333,0.333333333,0.166666667,0.666666667,1,0.666666667,1,0.833333333,0.666666667,1,0.833333333,0.916666667,1,1,0.833333333,1,0.666666667,0.833333333,0.916666667,0.916666667,0.75,0.833333333,1,1,0.75,0.916666667,0.833333333,0.75,0.916666667,0.916666667,0.916666667,1,0.833333333,0.833333333,0.916666667,0.833333333,1,0.916666667,0.916666667,0.916666667,1,0.916666667,0.833333333,1,1,0.833333333,1,0.833333333,0.833333333,1,1,0.666666667,0.333333333,1,0.833333333,0.833333333,0.916666667,0.916666667,0.833333333,0.916666667,1,0.166666667,0.25,0.833333333,0.833333333,0.916666667,0.916666667,1,0.916666667,0.166666667,1,0.916666667,1,1,1,0.75,0.833333333,1,1,1,1,1
0100397-73.2019.5.01.0511.pdf,0.352941176,0.529411765,0.470588235,0.588235294,0.294117647,0.941176471,0.823529412,0.470588235,0.470588235,0.882352941,0.470588235,0.529411765,0.882352941,0.529411765,0.941176471,0.764705882,0.705882353,0.941176471,0.470588235,0.294117647,0.470588235,0.352941176,0.764705882,0.882352941,0.882352941,0.470588235,0.764705882,0.823529412,0.470588235,0.529411765,0.588235294,0.941176471,0.647058824,0.764705882,0.941176471,0.882352941,0.529411765,0.882352941,0.823529412,0.941176471,0.823529412,0.941176471,0.823529412,0.823529412,0.882352941,0.529411765,0.941176471,0.647058824,0.470588235,0.941176471,0.352941176,0.529411765,0.941176471,0.823529412,0.529411765,0.882352941,0.529411765,0.352941176,0.294117647,0.941176471,0.764705882,0.823529412,0.705882353,0.941176471,0.764705882,0.882352941,0.235294118,0.235294118,0.882352941,0.882352941,0.823529412,0.941176471,0.470588235,0.941176471,0.411764706,0.764705882,0.823529412,0.470588235,0.764705882,0.529411765,0.411764706,0.411764706,0.529411765,0.941176471,0.529411765,0.352941176,0.588235294
0100501-33.2019.5.01.0069(1).pdf,0.411764706,0.529411765,0.470588235,0.470588235,0.235294118,0.764705882,0.705882353,0.411764706,0.470588235,0.705882353,0.411764706,0.470588235,0.882352941,0.529411765,0.823529412,0.705882353,0.647058824,0.941176471,0.647058824,0.352941176,0.529411765,0.352941176,0.705882353,0.882352941,0.764705882,0.470588235,0.705882353,0.823529412,0.588235294,0.411764706,0.529411765,0.882352941,0.529411765,0.647058824,0.705882353,0.823529412,0.529411765,0.705882353,0.588235294,0.764705882,0.705882353,0.823529412,0.647058824,0.705882353,0.764705882,0.588235294,0.823529412,0.705882353,0.647058824,0.764705882,0.411764706,0.529411765,0.882352941,0.764705882,0.647058824,0.705882353,0.470588235,0.352941176,0.411764706,0.705882353,0.588235294,0.764705882,0.529411765,0.882352941,0.647058824,0.823529412,0.352941176,0.294117647,0.705882353,0.647058824,0.647058824,0.823529412,0.529411765,0.764705882,0.352941176,0.764705882,0.588235294,0.470588235,0.705882353,0.647058824,0.411764706,0.529411765,0.588235294,0.882352941,0.647058824,0.588235294,0.705882353
0100427-50.2019.5.01.0207.pdf,0.545454545,0.545454545,0.545454545,0.545454545,0.272727273,0.818181818,0.727272727,0.454545455,0.454545455,0.727272727,0.454545455,0.545454545,0.818181818,0.545454545,0.818181818,0.727272727,0.545454545,0.909090909,0.636363636,0.363636364,0.545454545,0.272727273,0.727272727,0.909090909,0.727272727,0.454545455,0.727272727,0.909090909,0.636363636,0.363636364,0.545454545,0.818181818,0.545454545,0.636363636,0.727272727,0.727272727,0.636363636,0.636363636,0.636363636,0.818181818,0.818181818,0.909090909,0.636363636,0.727272727,0.727272727,0.636363636,0.818181818,0.727272727,0.727272727,0.818181818,0.454545455,0.636363636,0.727272727,0.818181818,0.727272727,0.818181818,0.454545455,0.545454545,0.545454545,0.727272727,0.636363636,0.818181818,0.636363636,0.818181818,0.818181818,0.818181818,0.545454545,0.454545455,0.727272727,0.636363636,0.636363636,0.818181818,0.636363636,0.818181818,0.363636364,0.727272727,0.636363636,0.545454545,0.818181818,0.727272727,0.363636364,0.545454545,0.727272727,0.909090909,0.727272727,0.727272727,0.727272727
0100523-15.2019.5.01.0062.pdf,0.75,0.583333333,0.666666667,0.666666667,0.333333333,0.916666667,0.583333333,0.5,0.75,0.75,0.75,0.5,1,0.833333333,0.833333333,0.916666667,0.666666667,0.916666667,0.666666667,0.5,0.583333333,0.666666667,0.916666667,1,0.75,0.666666667,0.916666667,1,0.666666667,0.75,0.75,1,0.833333333,0.833333333,0.833333333,0.916666667,0.583333333,0.75,0.75,0.916666667,0.916666667,0.916666667,0.75,0.916666667,0.833333333,0.666666667,0.916666667,0.833333333,0.75,0.833333333,0.583333333,0.583333333,0.916666667,1,0.75,0.833333333,0.75,0.333333333,0.5,0.833333333,0.75,1,0.75,1,0.833333333,0.916666667,0.5,0.416666667,0.833333333,0.75,0.75,0.916666667,0.583333333,0.833333333,0.416666667,0.833333333,0.75,0.5,0.833333333,0.666666667,0.666666667,0.666666667,0.666666667,0.916666667,0.666666667,0.75,0.75
0100067-41.2019.5.01.0070.pdf,0.5,0.75,0.5,0.5625,0.3125,0.75,0.625,0.5,0.5,0.75,0.5,0.625,0.8125,0.625,0.875,0.75,0.6875,0.875,0.625,0.5,0.625,0.375,0.75,0.875,0.8125,0.4375,0.8125,0.875,0.625,0.4375,0.625,0.75,0.5625,0.6875,0.75,0.75,0.6875,0.6875,0.6875,0.75,0.75,0.875,0.625,0.75,0.6875,0.625,0.75,0.625,0.6875,0.9375,0.4375,0.625,0.8125,0.8125,0.6875,0.875,0.5,0.4375,0.625,0.75,0.6875,0.75,0.6875,0.75,0.875,0.8125,0.375,0.375,0.6875,0.6875,0.75,0.75,0.6875,0.75,0.375,0.875,0.6875,0.625,0.8125,0.6875,0.375,0.5,0.6875,0.875,0.6875,0.6875,0.6875
0100381-79.2019.5.01.0201.pdf,0.818181818,0.727272727,0.772727273,0.727272727,0.136363636,0.909090909,0.318181818,0.227272727,0.909090909,0.863636364,0.772727273,0.727272727,0.863636364,0.863636364,0.954545455,0.863636364,0.818181818,1,0.727272727,0.727272727,0.818181818,0.681818182,0.909090909,0.954545455,0.909090909,0.772727273,0.909090909,0.863636364,0.818181818,0.818181818,0.818181818,0.909090909,0.818181818,0.863636364,0.909090909,0.909090909,0.863636364,0.863636364,0.863636364,0.909090909,0.909090909,0.954545455,0.818181818,0.909090909,0.863636364,0.727272727,0.909090909,0.863636364,0.863636364,0.954545455,0.727272727,0.727272727,0.954545455,0.909090909,0.772727273,0.954545455,0.772727273,0.181818182,0.818181818,0.909090909,0.863636364,0.909090909,0.863636364,0.954545455,0.954545455,0.909090909,0.227272727,0.227272727,0.863636364,0.863636364,0.863636364,0.909090909,0.772727273,0.909090909,0.181818182,0.818181818,0.863636364,0.818181818,0.909090909,0.772727273,0.681818182,0.772727273,0.863636364,1,0.772727273,0.772727273,0.863636364
0100138-34.2019.5.01.0073(1).pdf,0.75,0.75,0.625,0.75,0.1875,0.875,0.4375,0.3125,0.6875,0.75,0.6875,0.6875,0.9375,0.75,0.875,0.9375,0.8125,0.9375,0.75,0.625,0.75,0.625,1,1,0.875,0.75,1,1,0.75,0.75,0.875,1,0.75,0.9375,0.875,1,0.75,0.875,0.8125,0.9375,0.875,0.875,0.75,1,0.875,0.75,0.9375,0.9375,0.8125,0.9375,0.5625,0.6875,1,1,0.8125,0.875,0.6875,0.375,0.6875,0.875,0.8125,1,0.8125,1,0.875,0.9375,0.3125,0.3125,0.8125,0.8125,0.8125,0.875,0.75,0.875,0.25,0.875,0.8125,0.6875,0.8125,0.75,0.5625,0.625,0.75,0.875,0.75,0.8125,0.8125
0100143-97.2019.5.01.0027.pdf,0.6,0.733333333,0.6,0.666666667,0.133333333,0.8,0.466666667,0.4,0.533333333,0.866666667,0.533333333,0.666666667,0.733333333,0.666666667,0.866666667,0.8,0.666666667,0.933333333,0.666666667,0.6,0.666666667,0.466666667,0.8,0.866666667,0.8,0.666666667,0.8,1,0.666666667,0.6,0.8,0.866666667,0.733333333,0.8,0.8,0.933333333,0.733333333,0.8,0.666666667,0.866666667,0.733333333,0.866666667,0.8,0.866666667,0.733333333,0.666666667,0.866666667,0.8,0.733333333,0.933333333,0.533333333,0.666666667,0.8,0.8,0.733333333,0.866666667,0.6,0.533333333,0.666666667,0.8,0.666666667,0.933333333,0.866666667,0.866666667,0.8,1,0.333333333,0.4,0.733333333,0.733333333,0.8,0.866666667,0.733333333,0.8,0.333333333,0.866666667,0.8,0.666666667,0.866666667,0.733333333,0.466666667,0.6,0.733333333,0.866666667,0.733333333,0.733333333,0.733333333
0100370-41.2019.5.01.0010.pdf,0.5,0.5,0.375,0.4375,0.25,0.75,0.5,0.5625,0.5625,0.6875,0.5,0.3125,0.75,0.75,0.6875,0.625,0.4375,0.75,0.3125,0.375,0.3125,0.375,0.625,0.6875,0.625,0.5,0.6875,0.8125,0.3125,0.4375,0.4375,0.75,0.75,0.5625,0.625,0.75,0.375,0.5625,0.5,0.5625,0.625,0.6875,0.625,0.625,0.5,0.375,0.625,0.5,0.375,0.75,0.3125,0.3125,0.75,0.6875,0.375,0.625,0.5625,0.3125,0.3125,0.75,0.5,0.75,0.625,0.8125,0.625,0.75,0.375,0.375,0.5625,0.5625,0.625,0.75,0.375,0.625,0.4375,0.6875,0.5,0.3125,0.625,0.375,0.375,0.375,0.375,0.75,0.375,0.375,0.4375
0100245-74.2019.5.01.0042.pdf,0.533333333,0.8,0.6,0.533333333,0.4,0.866666667,0.733333333,0.733333333,0.6,0.866666667,0.6,0.6,0.933333333,0.666666667,0.933333333,0.866666667,0.733333333,0.933333333,0.6,0.6,0.6,0.533333333,0.8,0.866666667,0.8,0.666666667,0.866666667,0.866666667,0.6,0.666666667,0.733333333,0.866666667,0.8,0.8,0.933333333,0.933333333,0.666666667,0.866666667,0.733333333,0.666666667,0.8,0.933333333,0.866666667,0.866666667,0.866666667,0.6,0.933333333,0.733333333,0.666666667,1,0.533333333,0.6,0.933333333,0.866666667,0.666666667,0.866666667,0.733333333,0.4,0.533333333,0.866666667,0.733333333,0.866666667,0.8,0.866666667,0.733333333,0.933333333,0.4,0.466666667,0.866666667,0.866666667,1,0.933333333,0.666666667,0.933333333,0.6,1,0.866666667,0.6,0.866666667,0.666666667,0.666666667,0.6,0.666666667,0.933333333,0.666666667,0.6,0.733333333
0100483-75.2019.5.01.0048.pdf,0.620689655,0.724137931,0.586206897,0.655172414,0.137931034,0.793103448,0.310344828,0.275862069,0.689655172,0.75862069,0.620689655,0.620689655,0.862068966,0.75862069,0.793103448,0.75862069,0.689655172,0.862068966,0.620689655,0.586206897,0.620689655,0.551724138,0.75862069,0.793103448,0.75862069,0.620689655,0.793103448,0.827586207,0.620689655,0.586206897,0.655172414,0.793103448,0.724137931,0.724137931,0.75862069,0.793103448,0.724137931,0.724137931,0.689655172,0.724137931,0.75862069,0.793103448,0.724137931,0.75862069,0.724137931,0.620689655,0.75862069,0.689655172,0.655172414,0.827586207,0.551724138,0.620689655,0.862068966,0.793103448,0.655172414,0.75862069,0.655172414,0.206896552,0.620689655,0.793103448,0.689655172,0.793103448,0.724137931,0.862068966,0.75862069,0.793103448,0.172413793,0.172413793,0.724137931,0.724137931,0.827586207,0.793103448,0.655172414,0.75862069,0.206896552,0.793103448,0.689655172,0.620689655,0.75862069,0.655172414,0.586206897,0.586206897,0.655172414,0.862068966,0.655172414,0.655172414,0.689655172
